objectid,lad19cd,lad19nm,lad19nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
18,E06000018,Nottingham, ,456082,339969,-1.16667,52.954189,75870408.9551997,49574.8901430315
19,E06000019,"Herefordshire, County of", ,349434,242834,-2.73931,52.081539,2180535922.072,285426.725625786
20,E06000020,Telford and Wrekin, ,367035,313057,-2.48941,52.714169,291802973.438348,93575.1938715029
21,E06000021,Stoke-on-Trent, ,389438,346652,-2.15888,53.017071,92988650.0173692,51304.0331368382
22,E06000022,Bath and North East Somerset, ,366217,161999,-2.48654,51.356041,348611816.210558,107062.696328699
23,E06000023,"Bristol, City of", ,359990,174846,-2.57742,51.471149,110320041.556104,58260.2369001114
24,E06000024,North Somerset, ,347613,166719,-2.75439,51.397072,374705235.58232,113129.327916098
25,E06000025,South Gloucestershire, ,367559,183198,-2.46922,51.54673,499853753.458241,113237.408942731
26,E06000026,Plymouth, ,249945,58255,-4.11297,50.404942,82446416.5613254,54633.3734333465
27,E06000027,Torbay, ,289730,64613,-3.55523,50.470921,65455906.7753854,55423.7203649039
28,E06000030,Swindon, ,418551,186564,-1.73367,51.577629,227720526.640504,83649.2541969921
29,E06000031,Peterborough, ,517372,300777,-0.26874,52.59214,342190158.161891,97196.0688186065
30,E06000032,Luton, ,508606,222559,-0.42319,51.891022,44068117.7992668,30772.5559397539
31,E06000033,Southend-on-Sea, ,587777,186837,0.706923,51.549171,44692735.3388276,36478.5882663396
32,E06000034,Thurrock, ,562123,181590,0.334861,51.509979,161110777.92156,71948.0397558899
33,E06000035,Medway, ,578207,175198,0.563174,51.44772,190967950.321515,115739.730006116
34,E06000036,Bracknell Forest, ,488169,168792,-0.73363,51.411301,108233672.335588,57917.0191370745
35,E06000037,West Berkshire, ,450575,172095,-1.27364,51.445591,701217777.186149,143114.430665935
36,E06000038,Reading, ,470226,173154,-0.99071,51.453018,41326311.0230767,30503.9475666706
37,E06000039,Slough, ,498920,179246,-0.57617,51.503502,32201925.6620175,37004.536781353
38,E06000040,Windsor and Maidenhead, ,492079,176541,-0.67541,51.480339,197413883.654866,102626.060278227
39,E06000041,Wokingham, ,476624,169902,-0.89935,51.422958,179124859.588281,75874.0016677116
40,E06000042,Milton Keynes, ,486408,242308,-0.7407,52.072411,309327268.513174,87925.407811011
41,E06000043,Brighton and Hove, ,530279,106850,-0.15079,50.8465,86830163.5380034,47744.1816987357
42,E06000044,Portsmouth, ,465619,101352,-1.07006,50.807999,38681182.1590738,46096.7968762791
43,E06000045,Southampton, ,442303,113700,-1.39952,50.9212,51302492.4578101,37824.5321233359
44,E06000046,Isle of Wight, ,447183,85949,-1.33366,50.671291,380492164.757189,115358.163903429
45,E06000047,County Durham, ,410381,532242,-1.8405,54.685131,2231125517.26879,264032.927495837
46,E06000049,Cheshire East, ,380510,363462,-2.29299,53.167931,1168796057.5599,236392.416985265
47,E06000050,Cheshire West and Chester, ,353097,363145,-2.70298,53.163361,918494056.600467,226413.942405247
48,E06000051,Shropshire, ,350227,302960,-2.73667,52.62212,3188264185.45655,469624.124702053
49,E06000052,Cornwall, ,212497,64493,-4.64254,50.450218,3581790891.00093,555185.681446037
50,E06000053,Isles of Scilly, ,91327,11447,-6.30217,49.923321,14741027.0771833,42490.7678349198
51,E06000054,Wiltshire, ,405209,158863,-1.92661,51.328831,3258221477.74873,348922.106721655
52,E06000055,Bedford, ,505721,256463,-0.45463,52.196281,475803430.167866,115931.402375608
53,E06000056,Central Bedfordshire, ,504615,234492,-0.47754,51.999031,709169826.97361,200740.568495412
54,E06000057,Northumberland, ,395322,600699,-2.07523,55.300369,5033705297.17021,445104.766524076
55,E06000058,"Bournemouth, Christchurch and Poole", ,410815,94066,-1.84807,50.74609,162573149.956534,94508.2270574846
56,E06000059,Dorset, ,370871,99796,-2.41467,50.79697,2491765914.43185,398443.830534867
57,E07000004,Aylesbury Vale, ,477330,223020,-0.87746,51.900372,910130643.095116,200943.781525174
58,E07000005,Chiltern, ,495432,198692,-0.62112,51.678902,195600689.757297,71936.7724854086
59,E07000006,South Bucks, ,498198,185455,-0.58484,51.559441,143332504.927292,71578.9433380541
60,E07000007,Wycombe, ,482477,197052,-0.80883,51.666199,325616801.929628,96570.0162504642
61,E07000008,Cambridge, ,545420,257901,0.126436,52.200169,40207020.3266675,30618.5641218904
62,E07000009,East Cambridgeshire, ,555576,275765,0.283149,52.35788,657791099.504079,166511.834410464
63,E07000010,Fenland, ,536361,294959,0.009016,52.535439,548030831.674145,136162.468747785
64,E07000011,Huntingdonshire, ,521008,274269,-0.2247,52.353149,911554648.786383,193610.927760646
65,E07000012,South Cambridgeshire, ,543295,247586,0.091017,52.108051,898222225.948202,225259.209886904
66,E07000026,Allerdale, ,317520,532997,-3.2809,54.685242,1256249122.31392,207123.556453999
67,E07000027,Barrow-in-Furness, ,321741,474165,-3.1999,54.15731,74432208.7826548,86615.8196924692
68,E07000028,Carlisle, ,348576,565154,-2.80498,54.978329,1039247875.46621,180730.589386128
69,E07000029,Copeland, ,310871,508739,-3.37664,54.466171,741009711.339372,141012.348104003
70,E07000030,Eden, ,359636,526396,-2.62678,54.631069,2159468222.06971,236157.203157492
71,E07000031,South Lakeland, ,349265,489555,-2.78108,54.29908,1558345878.00333,240591.497106353
72,E07000032,Amber Valley, ,436166,348084,-1.46219,53.028839,267681266.486122,85444.7262481947
73,E07000033,Bolsover, ,448666,371548,-1.27228,53.23875,160954585.782176,82096.4194763575
74,E07000034,Chesterfield, ,440049,373359,-1.40115,53.255749,65592701.8692937,41521.4567240294
75,E07000035,Derbyshire Dales, ,419697,358493,-1.70711,53.12326,795379595.210646,197736.975829836
76,E07000036,Erewash, ,443721,338063,-1.3509,52.938202,108863746.30389,57580.6225773798
77,E07000037,High Peak, ,410474,387660,-1.84398,53.385689,539851897.894237,133612.929513747
78,E07000038,North East Derbyshire, ,437369,362955,-1.44253,53.16243,274688141.146496,129145.46296049
79,E07000039,South Derbyshire, ,431443,325363,-1.5348,52.824902,336648446.103423,128744.988918722
80,E07000040,East Devon, ,313790,96050,-3.22359,50.757599,816862698.391005,167694.253171222
81,E07000041,Exeter, ,293239,92005,-3.51368,50.717819,46241304.4277061,29880.1618530775
82,E07000042,Mid Devon, ,288064,108911,-3.59212,50.86882,906820123.64938,204276.477064197
83,E07000043,North Devon, ,265110,132532,-3.92691,51.07621,1090012772.21184,202019.462120173
84,E07000044,South Hams, ,270676,54036,-3.81996,50.371948,893366291.981951,243954.53429585
85,E07000045,Teignbridge, ,283144,80205,-3.65289,50.60981,677779307.669137,133883.385620553
86,E07000046,Torridge, ,244206,114334,-4.21728,50.907391,984851512.781651,223195.553987934
87,E07000047,West Devon, ,256376,86999,-4.03361,50.66489,1169860115.67568,202430.969522349
88,E07000061,Eastbourne, ,559339,99575,0.258516,50.773869,44297148.4278863,29660.093952829
89,E07000062,Hastings, ,581528,110694,0.578395,50.867241,31072730.0805919,28121.5501373182
90,E07000063,Lewes, ,541474,105686,0.007671,50.833408,292723107.804922,93580.8406267797
91,E07000064,Rother, ,578721,119666,0.542937,50.948711,515229003.106022,133823.076323354
92,E07000065,Wealden, ,555048,117180,0.205156,50.93322,841089112.012403,168870.402909868
93,E07000066,Basildon, ,571548,190848,0.475055,51.590359,111857161.861433,49323.0223912441
94,E07000067,Braintree, ,577253,227335,0.575911,51.91634,612574968.507887,131727.891724059
95,E07000068,Brentwood, ,558560,196070,0.290091,51.641079,153037244.153209,62499.6745087441
96,E07000069,Castle Point, ,579490,187920,0.588084,51.561588,44301439.5032596,38941.8038210891
97,E07000070,Chelmsford, ,572116,206972,0.491177,51.735031,340929239.409676,93836.7221539966
98,E07000071,Colchester, ,596944,223693,0.859777,51.877022,328161198.846243,130287.429707178
99,E07000072,Epping Forest, ,548919,203758,0.154147,51.712791,339301257.055401,101264.80674807
100,E07000073,Harlow, ,545276,209589,0.103888,51.76614,29849413.07615,22091.2206166694
101,E07000074,Maldon, ,591413,212072,0.773106,51.774578,358612187.127075,160602.006780341
102,E07000075,Rochford, ,585979,191417,0.683442,51.5909,167375302.031111,104260.626929067
103,E07000076,Tendring, ,614190,222141,1.108981,51.856739,330466274.367395,141514.749588571
104,E07000077,Uttlesford, ,557832,228865,0.294485,51.935921,645320729.848003,138938.254981943
105,E07000078,Cheltenham, ,394925,222232,-2.07515,51.898609,46538844.812372,31000.6848909478
106,E07000079,Cotswold, ,402125,208209,-1.97059,51.772549,1167648900.8812,275881.531074603
107,E07000080,Forest of Dean, ,367175,212759,-2.47755,51.812489,556877071.260713,166317.911228444
108,E07000081,Gloucester, ,384071,216449,-2.23263,51.846409,39126418.4379071,29594.8614657631
109,E07000082,Stroud, ,378807,202410,-2.30818,51.720009,459713297.911652,141443.433088762
110,E07000083,Tewkesbury, ,386347,226279,-2.19998,51.934849,415155967.786304,171765.428243375
111,E07000084,Basingstoke and Deane, ,454508,151423,-1.22021,51.259369,634599233.280496,122971.049818635
112,E07000085,East Hampshire, ,474404,129237,-0.93971,51.057652,513806536.045604,124145.932057122
113,E07000086,Eastleigh, ,447202,116802,-1.32943,50.948719,78261427.4905765,55115.7037435199
114,E07000087,Fareham, ,453774,106319,-1.23742,50.853882,72760852.8113274,48851.8083474465
115,E07000088,Gosport, ,458769,101088,-1.16731,50.806358,25880588.3660791,29079.990579571
116,E07000089,Hart, ,477985,154240,-0.88321,51.281971,213323430.307489,65754.7794881372
117,E07000090,Havant, ,470178,108564,-1.00398,50.872311,56061098.7774607,59846.978324284
118,E07000091,New Forest, ,428748,106521,-1.59293,50.857479,755446229.555467,170755.104169605
119,E07000092,Rushmoor, ,486022,153944,-0.76807,51.278149,39413424.6417494,26427.4194342753
120,E07000093,Test Valley, ,434930,137329,-1.50214,51.134171,626013401.157811,159444.015728956
121,E07000094,Winchester, ,453115,125901,-1.24393,51.030022,660991695.108322,142920.963396885
122,E07000095,Broxbourne, ,534742,204251,-0.05073,51.720798,51741960.732141,34985.1175302329
